channel_name,sport,year,quarter,total_views_in_quarter,subscribers_end_quarter,videos_uploaded_in_quarter,avg_views_per_video
Adam Ondra,climbing,2017,Q2,242903,619000,1,242903.0
Adam Ondra,climbing,2017,Q3,0,619000,0,0
Adam Ondra,climbing,2017,Q4,355189,619000,8,44398.62
Adam Ondra,climbing,2018,Q1,9533315,619000,2,4766657.5
Adam Ondra,climbing,2018,Q2,0,619000,0,0
Adam Ondra,climbing,2018,Q3,0,619000,0,0
Adam Ondra,climbing,2018,Q4,2204003,619000,12,183666.92
Adam Ondra,climbing,2019,Q1,2163560,619000,15,144237.33
Adam Ondra,climbing,2019,Q2,7247860,619000,13,557527.69
Adam Ondra,climbing,2019,Q3,3644868,619000,14,260347.71
Adam Ondra,climbing,2019,Q4,4510742,619000,16,281921.38
Adam Ondra,climbing,2020,Q1,9461809,619000,17,556577.0
Adam Ondra,climbing,2020,Q2,6880535,619000,16,430033.44
Adam Ondra,climbing,2020,Q3,3994162,619000,17,234950.71
Adam Ondra,climbing,2020,Q4,2804691,619000,14,200335.07
Adam Ondra,climbing,2021,Q1,3497118,619000,12,291426.5
Adam Ondra,climbing,2021,Q2,1802258,619000,7,257465.43
Adam Ondra,climbing,2021,Q3,283819,619000,3,94606.33
Adam Ondra,climbing,2021,Q4,1420298,619000,8,177537.25
Adam Ondra,climbing,2022,Q1,2452086,619000,6,408681.0
Adam Ondra,climbing,2022,Q2,2479991,619000,8,309998.88
Adam Ondra,climbing,2022,Q3,1732518,619000,8,216564.75
Adam Ondra,climbing,2022,Q4,1672837,619000,8,209104.62
Adam Ondra,climbing,2023,Q1,2881332,619000,6,480222.0
Adam Ondra,climbing,2023,Q2,2147914,619000,11,195264.91
Adam Ondra,climbing,2023,Q3,1113852,619000,4,278463.0
Adam Ondra,climbing,2023,Q4,4249977,619000,8,531247.12
Adam Ondra,climbing,2024,Q1,1505731,619000,5,301146.2
Adam Ondra,climbing,2024,Q2,3185065,619000,6,530844.17
Adam Ondra,climbing,2024,Q3,1801881,619000,6,300313.5
Adam Ondra,climbing,2024,Q4,1519011,619000,6,253168.5
Appletree Surfboards,wingfoiling,2018,Q4,2212,2290,2,1106.0
Appletree Surfboards,wingfoiling,2019,Q1,895,2290,2,447.5
Appletree Surfboards,wingfoiling,2019,Q2,1477,2290,1,1477.0
Appletree Surfboards,wingfoiling,2019,Q3,9093,2290,3,3031.0
Appletree Surfboards,wingfoiling,2019,Q4,2954,2290,1,2954.0
Appletree Surfboards,wingfoiling,2020,Q1,17118,2290,9,1902.0
Appletree Surfboards,wingfoiling,2020,Q2,21650,2290,6,3608.33
Appletree Surfboards,wingfoiling,2020,Q3,156662,2290,5,31332.4
Appletree Surfboards,wingfoiling,2020,Q4,10071,2290,4,2517.75
Appletree Surfboards,wingfoiling,2021,Q1,347,2290,1,347.0
Appletree Surfboards,wingfoiling,2021,Q2,9768,2290,4,2442.0
Appletree Surfboards,wingfoiling,2021,Q3,1611,2290,1,1611.0
Appletree Surfboards,wingfoiling,2021,Q4,5094,2290,2,2547.0
Appletree Surfboards,wingfoiling,2022,Q1,41914,2290,4,10478.5
Appletree Surfboards,wingfoiling,2022,Q2,14041,2290,6,2340.17
Appletree Surfboards,wingfoiling,2022,Q3,20343,2290,9,2260.33
Appletree Surfboards,wingfoiling,2022,Q4,37660,2290,9,4184.44
Appletree Surfboards,wingfoiling,2023,Q1,12523,2290,4,3130.75
Appletree Surfboards,wingfoiling,2023,Q2,22052,2290,5,4410.4
Appletree Surfboards,wingfoiling,2023,Q3,23070,2290,10,2307.0
Appletree Surfboards,wingfoiling,2023,Q4,34708,2290,6,5784.67
Appletree Surfboards,wingfoiling,2024,Q1,14941,2290,3,4980.33
Appletree Surfboards,wingfoiling,2024,Q2,23974,2290,7,3424.86
Appletree Surfboards,wingfoiling,2024,Q3,10933,2290,4,2733.25
Appletree Surfboards,wingfoiling,2024,Q4,15790,2290,3,5263.33
BKXC,mountain biking,2016,Q2,1710161,562000,36,47504.47
BKXC,mountain biking,2016,Q3,2678780,562000,46,58234.35
BKXC,mountain biking,2016,Q4,3383683,562000,45,75192.96
BKXC,mountain biking,2017,Q1,4703782,562000,41,114726.39
BKXC,mountain biking,2017,Q2,3862874,562000,43,89834.28
BKXC,mountain biking,2017,Q3,4020303,562000,46,87397.89
BKXC,mountain biking,2017,Q4,2980496,562000,45,66233.24
BKXC,mountain biking,2018,Q1,3379562,562000,46,73468.74
BKXC,mountain biking,2018,Q2,15523394,562000,41,378619.37
BKXC,mountain biking,2018,Q3,2607985,562000,39,66871.41
BKXC,mountain biking,2018,Q4,3366989,562000,30,112232.97
BKXC,mountain biking,2019,Q1,2332650,562000,32,72895.31
BKXC,mountain biking,2019,Q2,5611822,562000,31,181026.52
BKXC,mountain biking,2019,Q3,4130514,562000,28,147518.36
BKXC,mountain biking,2019,Q4,4109529,562000,30,136984.3
BKXC,mountain biking,2020,Q1,2648137,562000,24,110339.04
BKXC,mountain biking,2020,Q2,2005848,562000,21,95516.57
BKXC,mountain biking,2020,Q3,2402287,562000,26,92395.65
BKXC,mountain biking,2020,Q4,2546919,562000,19,134048.37
BKXC,mountain biking,2021,Q1,2928609,562000,24,122025.38
BKXC,mountain biking,2021,Q2,3824912,562000,25,152996.48
BKXC,mountain biking,2021,Q3,1505011,562000,20,75250.55
BKXC,mountain biking,2021,Q4,1520743,562000,24,63364.29
BKXC,mountain biking,2022,Q1,1912373,562000,22,86926.05
BKXC,mountain biking,2022,Q2,13260144,562000,17,780008.47
BKXC,mountain biking,2022,Q3,1091447,562000,10,109144.7
BKXC,mountain biking,2022,Q4,1319495,562000,15,87966.33
BKXC,mountain biking,2023,Q1,4211701,562000,11,382881.91
BKXC,mountain biking,2023,Q2,859767,562000,14,61411.93
BKXC,mountain biking,2023,Q3,1124472,562000,23,48890.09
BKXC,mountain biking,2023,Q4,1099911,562000,16,68744.44
BKXC,mountain biking,2024,Q1,498811,562000,8,62351.38
BKXC,mountain biking,2024,Q2,421444,562000,10,42144.4
BKXC,mountain biking,2024,Q3,392155,562000,11,35650.45
BKXC,mountain biking,2024,Q4,411417,562000,15,27427.8
Berm Peak,mountain biking,2015,Q1,3103483,2720000,10,310348.3
Berm Peak,mountain biking,2015,Q2,5589470,2720000,13,429959.23
Berm Peak,mountain biking,2015,Q3,14475699,2720000,28,516989.25
Berm Peak,mountain biking,2015,Q4,17924381,2720000,26,689399.27
Berm Peak,mountain biking,2016,Q1,11274100,2720000,22,512459.09
Berm Peak,mountain biking,2016,Q2,47297069,2720000,28,1689181.04
Berm Peak,mountain biking,2016,Q3,26961781,2720000,27,998584.48
Berm Peak,mountain biking,2016,Q4,51066900,2720000,29,1760927.59
Berm Peak,mountain biking,2017,Q1,31535629,2720000,29,1087435.48
Berm Peak,mountain biking,2017,Q2,29615424,2720000,16,1850964.0
Berm Peak,mountain biking,2017,Q3,40452142,2720000,17,2379537.76
Berm Peak,mountain biking,2017,Q4,27402009,2720000,13,2107846.85
Berm Peak,mountain biking,2018,Q1,37523270,2720000,15,2501551.33
Berm Peak,mountain biking,2018,Q2,41351382,2720000,14,2953670.14
Berm Peak,mountain biking,2018,Q3,21253249,2720000,12,1771104.08
Berm Peak,mountain biking,2018,Q4,22720948,2720000,11,2065540.73
Berm Peak,mountain biking,2019,Q1,43275618,2720000,13,3328893.69
Berm Peak,mountain biking,2019,Q2,36784948,2720000,11,3344086.18
Berm Peak,mountain biking,2019,Q3,22001119,2720000,11,2000101.73
Berm Peak,mountain biking,2019,Q4,23481498,2720000,11,2134681.64
Berm Peak,mountain biking,2020,Q1,20751641,2720000,11,1886512.82
Berm Peak,mountain biking,2020,Q2,16037796,2720000,10,1603779.6
Berm Peak,mountain biking,2020,Q3,22089316,2720000,11,2008119.64
Berm Peak,mountain biking,2020,Q4,10867486,2720000,8,1358435.75
Berm Peak,mountain biking,2021,Q1,3934202,2720000,5,786840.4
Berm Peak,mountain biking,2021,Q2,5832229,2720000,6,972038.17
Berm Peak,mountain biking,2021,Q3,12429648,2720000,6,2071608.0
Berm Peak,mountain biking,2021,Q4,6239341,2720000,5,1247868.2
Berm Peak,mountain biking,2022,Q1,6321732,2720000,7,903104.57
Berm Peak,mountain biking,2022,Q2,7377743,2720000,7,1053963.29
Berm Peak,mountain biking,2022,Q3,9718969,2720000,9,1079885.44
Berm Peak,mountain biking,2022,Q4,4803267,2720000,6,800544.5
Berm Peak,mountain biking,2023,Q1,5584919,2720000,3,1861639.67
Berm Peak,mountain biking,2023,Q2,5406647,2720000,8,675830.88
Berm Peak,mountain biking,2023,Q3,4974456,2720000,5,994891.2
Berm Peak,mountain biking,2023,Q4,5573558,2720000,9,619284.22
Berm Peak,mountain biking,2024,Q1,3946156,2720000,5,789231.2
Berm Peak,mountain biking,2024,Q2,8707580,2720000,8,1088447.5
Berm Peak,mountain biking,2024,Q3,8184890,2720000,9,909432.22
Berm Peak,mountain biking,2024,Q4,5399387,2720000,11,490853.36
Billy Yang,trail running,2015,Q1,173374,130000,2,86687.0
Billy Yang,trail running,2015,Q2,745960,130000,5,149192.0
Billy Yang,trail running,2015,Q3,494431,130000,3,164810.33
Billy Yang,trail running,2015,Q4,214097,130000,2,107048.5
Billy Yang,trail running,2016,Q1,1591268,130000,3,530422.67
Billy Yang,trail running,2016,Q2,217466,130000,3,72488.67
Billy Yang,trail running,2016,Q3,52131,130000,1,52131.0
Billy Yang,trail running,2016,Q4,143632,130000,3,47877.33
Billy Yang,trail running,2017,Q1,1902956,130000,9,211439.56
Billy Yang,trail running,2017,Q2,194495,130000,4,48623.75
Billy Yang,trail running,2017,Q3,1920922,130000,5,384184.4
Billy Yang,trail running,2017,Q4,37329,130000,1,37329.0
Billy Yang,trail running,2018,Q1,3376495,130000,6,562749.17
Billy Yang,trail running,2018,Q2,192488,130000,2,96244.0
Billy Yang,trail running,2018,Q3,327260,130000,5,65452.0
Billy Yang,trail running,2018,Q4,491647,130000,3,163882.33
Billy Yang,trail running,2019,Q1,474083,130000,5,94816.6
Billy Yang,trail running,2019,Q2,367016,130000,4,91754.0
Billy Yang,trail running,2019,Q3,250117,130000,6,41686.17
Billy Yang,trail running,2019,Q4,115901,130000,6,19316.83
Billy Yang,trail running,2020,Q1,291083,130000,3,97027.67
Billy Yang,trail running,2020,Q2,73987,130000,2,36993.5
Billy Yang,trail running,2020,Q3,128225,130000,2,64112.5
Billy Yang,trail running,2020,Q4,1561889,130000,5,312377.8
Billy Yang,trail running,2021,Q1,28766,130000,3,9588.67
Billy Yang,trail running,2021,Q2,0,130000,0,0
Billy Yang,trail running,2021,Q3,11625,130000,2,5812.5
Billy Yang,trail running,2021,Q4,123813,130000,3,41271.0
Billy Yang,trail running,2022,Q1,206209,130000,4,51552.25
Billy Yang,trail running,2022,Q2,376032,130000,4,94008.0
Billy Yang,trail running,2022,Q3,151142,130000,4,37785.5
Billy Yang,trail running,2022,Q4,220943,130000,7,31563.29
Billy Yang,trail running,2023,Q1,181319,130000,2,90659.5
Billy Yang,trail running,2023,Q2,80387,130000,1,80387.0
Billy Yang,trail running,2023,Q3,39387,130000,1,39387.0
Billy Yang,trail running,2023,Q4,28365,130000,2,14182.5
Billy Yang,trail running,2024,Q1,219153,130000,3,73051.0
Billy Yang,trail running,2024,Q2,412227,130000,2,206113.5
Billy Yang,trail running,2024,Q3,32902,130000,2,16451.0
Billy Yang,trail running,2024,Q4,155447,130000,4,38861.75
CORE Watersports,kitesurfing,2015,Q1,0,5910,0,0
CORE Watersports,kitesurfing,2015,Q2,27603,5910,3,9201.0
CORE Watersports,kitesurfing,2015,Q3,0,5910,0,0
CORE Watersports,kitesurfing,2015,Q4,0,5910,0,0
CORE Watersports,kitesurfing,2016,Q1,0,5910,0,0
CORE Watersports,kitesurfing,2016,Q2,47900,5910,3,15966.67
CORE Watersports,kitesurfing,2016,Q3,10454,5910,2,5227.0
CORE Watersports,kitesurfing,2016,Q4,0,5910,0,0
CORE Watersports,kitesurfing,2017,Q1,2548,5910,1,2548.0
CORE Watersports,kitesurfing,2017,Q2,24409,5910,2,12204.5
CORE Watersports,kitesurfing,2017,Q3,6087,5910,2,3043.5
CORE Watersports,kitesurfing,2017,Q4,0,5910,0,0
CORE Watersports,kitesurfing,2018,Q1,3931,5910,2,1965.5
CORE Watersports,kitesurfing,2018,Q2,45793,5910,6,7632.17
CORE Watersports,kitesurfing,2018,Q3,0,5910,0,0
CORE Watersports,kitesurfing,2018,Q4,0,5910,0,0
CORE Watersports,kitesurfing,2019,Q1,0,5910,0,0
CORE Watersports,kitesurfing,2019,Q2,22044,5910,1,22044.0
CORE Watersports,kitesurfing,2019,Q3,24022,5910,3,8007.33
CORE Watersports,kitesurfing,2019,Q4,0,5910,0,0
CORE Watersports,kitesurfing,2020,Q1,0,5910,0,0
CORE Watersports,kitesurfing,2020,Q2,43789,5910,3,14596.33
CORE Watersports,kitesurfing,2020,Q3,50580,5910,3,16860.0
CORE Watersports,kitesurfing,2020,Q4,0,5910,0,0
CORE Watersports,kitesurfing,2021,Q1,15533,5910,1,15533.0
CORE Watersports,kitesurfing,2021,Q2,31258,5910,1,31258.0
CORE Watersports,kitesurfing,2021,Q3,16753,5910,3,5584.33
CORE Watersports,kitesurfing,2021,Q4,3905,5910,1,3905.0
CORE Watersports,kitesurfing,2022,Q1,0,5910,0,0
