channel_name,sport,year,quarter,total_views_in_quarter,subscribers_end_quarter,videos_uploaded_in_quarter,avg_views_per_video
Stab: We like to surf,surfing,2023,Q3,793415,228000,19,41758.68
Stab: We like to surf,surfing,2023,Q4,791270,228000,16,49454.38
Stab: We like to surf,surfing,2024,Q1,1026537,228000,16,64158.56
Stab: We like to surf,surfing,2024,Q2,661077,228000,16,41317.31
Stab: We like to surf,surfing,2024,Q3,4068468,228000,59,68957.08
Stab: We like to surf,surfing,2024,Q4,2198921,228000,75,29318.95
Super Fly Paragliding School,paragliding,2019,Q1,110555,7210,4,27638.75
Super Fly Paragliding School,paragliding,2019,Q2,88795,7210,10,8879.5
Super Fly Paragliding School,paragliding,2019,Q3,12804,7210,1,12804.0
Super Fly Paragliding School,paragliding,2019,Q4,9988,7210,3,3329.33
Super Fly Paragliding School,paragliding,2020,Q1,1739,7210,1,1739.0
Super Fly Paragliding School,paragliding,2020,Q2,0,7210,0,0
Super Fly Paragliding School,paragliding,2020,Q3,19200,7210,3,6400.0
Super Fly Paragliding School,paragliding,2020,Q4,13555,7210,1,13555.0
Super Fly Paragliding School,paragliding,2021,Q1,0,7210,0,0
Super Fly Paragliding School,paragliding,2021,Q2,8982,7210,3,2994.0
Super Fly Paragliding School,paragliding,2021,Q3,0,7210,0,0
Super Fly Paragliding School,paragliding,2021,Q4,0,7210,0,0
Super Fly Paragliding School,paragliding,2022,Q1,0,7210,0,0
Super Fly Paragliding School,paragliding,2022,Q2,0,7210,0,0
Super Fly Paragliding School,paragliding,2022,Q3,0,7210,0,0
Super Fly Paragliding School,paragliding,2022,Q4,0,7210,0,0
Super Fly Paragliding School,paragliding,2023,Q1,11249,7210,4,2812.25
Super Fly Paragliding School,paragliding,2023,Q2,0,7210,0,0
Super Fly Paragliding School,paragliding,2023,Q3,49758,7210,5,9951.6
Super Fly Paragliding School,paragliding,2023,Q4,0,7210,0,0
Super Fly Paragliding School,paragliding,2024,Q1,22604,7210,4,5651.0
Super Fly Paragliding School,paragliding,2024,Q2,0,7210,0,0
Super Fly Paragliding School,paragliding,2024,Q3,34730,7210,11,3157.27
Super Fly Paragliding School,paragliding,2024,Q4,71875,7210,16,4492.19
Surfline,surfing,2015,Q1,5064867,373000,98,51682.32
Surfline,surfing,2015,Q2,703317,373000,3,234439.0
Surfline,surfing,2015,Q3,9869924,373000,23,429127.13
Surfline,surfing,2015,Q4,936513,373000,59,15873.1
Surfline,surfing,2016,Q1,793600,373000,138,5750.72
Surfline,surfing,2016,Q2,478759,373000,22,21761.77
Surfline,surfing,2016,Q3,390793,373000,40,9769.83
Surfline,surfing,2016,Q4,874522,373000,54,16194.85
Surfline,surfing,2017,Q1,6102884,373000,124,49216.81
Surfline,surfing,2017,Q2,1329935,373000,25,53197.4
Surfline,surfing,2017,Q3,240633,373000,10,24063.3
Surfline,surfing,2017,Q4,1610598,373000,99,16268.67
Surfline,surfing,2018,Q1,1337574,373000,191,7003.01
Surfline,surfing,2018,Q2,1126400,373000,7,160914.29
Surfline,surfing,2018,Q3,593736,373000,28,21204.86
Surfline,surfing,2018,Q4,1140308,373000,88,12958.05
Surfline,surfing,2019,Q1,2215706,373000,196,11304.62
Surfline,surfing,2019,Q2,1184859,373000,11,107714.45
Surfline,surfing,2019,Q3,655970,373000,22,29816.82
Surfline,surfing,2019,Q4,1039500,373000,108,9625.0
Surfline,surfing,2020,Q1,1083589,373000,144,7524.92
Surfline,surfing,2020,Q2,462196,373000,39,11851.18
Surfline,surfing,2020,Q3,620588,373000,39,15912.51
Surfline,surfing,2020,Q4,3900109,373000,184,21196.24
Surfline,surfing,2021,Q1,2837973,373000,182,15593.26
Surfline,surfing,2021,Q2,1892462,373000,35,54070.34
Surfline,surfing,2021,Q3,1921718,373000,33,58233.88
Surfline,surfing,2021,Q4,2698447,373000,35,77098.49
Surfline,surfing,2022,Q1,1686819,373000,36,46856.08
Surfline,surfing,2022,Q2,6726512,373000,7,960930.29
Surfline,surfing,2022,Q3,6246992,373000,16,390437.0
Surfline,surfing,2022,Q4,198930,373000,3,66310.0
Surfline,surfing,2023,Q1,6084042,373000,19,320212.74
Surfline,surfing,2023,Q2,1205860,373000,17,70932.94
Surfline,surfing,2023,Q3,370584,373000,8,46323.0
Surfline,surfing,2023,Q4,969212,373000,20,48460.6
Surfline,surfing,2024,Q1,29992595,373000,49,612093.78
Surfline,surfing,2024,Q2,71634046,373000,41,1747171.85
Surfline,surfing,2024,Q3,2346006,373000,47,49915.02
Surfline,surfing,2024,Q4,5508274,373000,54,102005.07
Takoon Kiteboarding,wingfoiling,2016,Q3,6617,21,4,1654.25
Takoon Kiteboarding,wingfoiling,2016,Q4,5699,21,2,2849.5
Takoon Kiteboarding,wingfoiling,2017,Q1,0,21,0,0
Takoon Kiteboarding,wingfoiling,2017,Q2,0,21,0,0
Takoon Kiteboarding,wingfoiling,2017,Q3,0,21,0,0
Takoon Kiteboarding,wingfoiling,2017,Q4,0,21,0,0
Takoon Kiteboarding,wingfoiling,2018,Q1,0,21,0,0
Takoon Kiteboarding,wingfoiling,2018,Q2,0,21,0,0
Takoon Kiteboarding,wingfoiling,2018,Q3,0,21,0,0
Takoon Kiteboarding,wingfoiling,2018,Q4,0,21,0,0
Takoon Kiteboarding,wingfoiling,2019,Q1,0,21,0,0
Takoon Kiteboarding,wingfoiling,2019,Q2,0,21,0,0
Takoon Kiteboarding,wingfoiling,2019,Q3,0,21,0,0
Takoon Kiteboarding,wingfoiling,2019,Q4,0,21,0,0
Takoon Kiteboarding,wingfoiling,2020,Q1,0,21,0,0
Takoon Kiteboarding,wingfoiling,2020,Q2,0,21,0,0
Takoon Kiteboarding,wingfoiling,2020,Q3,0,21,0,0
Takoon Kiteboarding,wingfoiling,2020,Q4,0,21,0,0
Takoon Kiteboarding,wingfoiling,2021,Q1,0,21,0,0
Takoon Kiteboarding,wingfoiling,2021,Q2,0,21,0,0
Takoon Kiteboarding,wingfoiling,2021,Q3,0,21,0,0
Takoon Kiteboarding,wingfoiling,2021,Q4,0,21,0,0
Takoon Kiteboarding,wingfoiling,2022,Q1,0,21,0,0
Takoon Kiteboarding,wingfoiling,2022,Q2,0,21,0,0
Takoon Kiteboarding,wingfoiling,2022,Q3,0,21,0,0
Takoon Kiteboarding,wingfoiling,2022,Q4,0,21,0,0
Takoon Kiteboarding,wingfoiling,2023,Q1,0,21,0,0
Takoon Kiteboarding,wingfoiling,2023,Q2,0,21,0,0
Takoon Kiteboarding,wingfoiling,2023,Q3,0,21,0,0
Takoon Kiteboarding,wingfoiling,2023,Q4,0,21,0,0
Takoon Kiteboarding,wingfoiling,2024,Q1,0,21,0,0
Takoon Kiteboarding,wingfoiling,2024,Q2,0,21,0,0
Takoon Kiteboarding,wingfoiling,2024,Q3,0,21,0,0
Takoon Kiteboarding,wingfoiling,2024,Q4,0,21,0,0
TheGingerRunner,trail running,2015,Q1,934232,193000,26,35932.0
TheGingerRunner,trail running,2015,Q2,1195693,193000,29,41230.79
TheGingerRunner,trail running,2015,Q3,1791809,193000,32,55994.03
TheGingerRunner,trail running,2015,Q4,1074738,193000,25,42989.52
TheGingerRunner,trail running,2016,Q1,694472,193000,23,30194.43
TheGingerRunner,trail running,2016,Q2,1054295,193000,27,39047.96
TheGingerRunner,trail running,2016,Q3,1128446,193000,28,40301.64
TheGingerRunner,trail running,2016,Q4,858714,193000,26,33027.46
TheGingerRunner,trail running,2017,Q1,1534163,193000,37,41463.86
TheGingerRunner,trail running,2017,Q2,984543,193000,26,37867.04
TheGingerRunner,trail running,2017,Q3,1237678,193000,26,47603.0
TheGingerRunner,trail running,2017,Q4,555233,193000,24,23134.71
TheGingerRunner,trail running,2018,Q1,698121,193000,19,36743.21
TheGingerRunner,trail running,2018,Q2,4439092,193000,24,184962.17
TheGingerRunner,trail running,2018,Q3,1048507,193000,26,40327.19
TheGingerRunner,trail running,2018,Q4,401114,193000,20,20055.7
TheGingerRunner,trail running,2019,Q1,516900,193000,20,25845.0
TheGingerRunner,trail running,2019,Q2,737202,193000,23,32052.26
TheGingerRunner,trail running,2019,Q3,1015322,193000,25,40612.88
TheGingerRunner,trail running,2019,Q4,608451,193000,22,27656.86
TheGingerRunner,trail running,2020,Q1,1156059,193000,26,44463.81
TheGingerRunner,trail running,2020,Q2,1150506,193000,24,47937.75
TheGingerRunner,trail running,2020,Q3,770762,193000,25,30830.48
TheGingerRunner,trail running,2020,Q4,571582,193000,21,27218.19
TheGingerRunner,trail running,2021,Q1,718889,193000,22,32676.77
TheGingerRunner,trail running,2021,Q2,598171,193000,22,27189.59
TheGingerRunner,trail running,2021,Q3,606107,193000,23,26352.48
TheGingerRunner,trail running,2021,Q4,406068,193000,21,19336.57
TheGingerRunner,trail running,2022,Q1,511182,193000,21,24342.0
TheGingerRunner,trail running,2022,Q2,301580,193000,21,14360.95
TheGingerRunner,trail running,2022,Q3,434668,193000,21,20698.48
TheGingerRunner,trail running,2022,Q4,600400,193000,21,28590.48
TheGingerRunner,trail running,2023,Q1,235177,193000,7,33596.71
TheGingerRunner,trail running,2023,Q2,224175,193000,10,22417.5
TheGingerRunner,trail running,2023,Q3,187894,193000,6,31315.67
TheGingerRunner,trail running,2023,Q4,296353,193000,15,19756.87
TheGingerRunner,trail running,2024,Q1,149630,193000,4,37407.5
TheGingerRunner,trail running,2024,Q2,94675,193000,3,31558.33
TheGingerRunner,trail running,2024,Q3,39230,193000,13,3017.69
TheGingerRunner,trail running,2024,Q4,273112,193000,14,19508.0
Tucker Gott,paragliding,2015,Q1,15341,1610000,2,7670.5
Tucker Gott,paragliding,2015,Q2,464217,1610000,5,92843.4
Tucker Gott,paragliding,2015,Q3,41505,1610000,1,41505.0
Tucker Gott,paragliding,2015,Q4,38468,1610000,2,19234.0
Tucker Gott,paragliding,2016,Q1,80379,1610000,5,16075.8
Tucker Gott,paragliding,2016,Q2,953442,1610000,12,79453.5
Tucker Gott,paragliding,2016,Q3,101881,1610000,3,33960.33
Tucker Gott,paragliding,2016,Q4,9523273,1610000,16,595204.56
Tucker Gott,paragliding,2017,Q1,9266115,1610000,22,421187.05
Tucker Gott,paragliding,2017,Q2,5040060,1610000,27,186668.89
Tucker Gott,paragliding,2017,Q3,55635757,1610000,35,1589593.06
Tucker Gott,paragliding,2017,Q4,7515984,1610000,28,268428.0
Tucker Gott,paragliding,2018,Q1,10798449,1610000,29,372360.31
Tucker Gott,paragliding,2018,Q2,5957894,1610000,27,220662.74
Tucker Gott,paragliding,2018,Q3,5237608,1610000,33,158715.39
Tucker Gott,paragliding,2018,Q4,3040357,1610000,27,112605.81
Tucker Gott,paragliding,2019,Q1,1952341,1610000,24,81347.54
Tucker Gott,paragliding,2019,Q2,7930575,1610000,22,360480.68
Tucker Gott,paragliding,2019,Q3,2636719,1610000,21,125558.05
Tucker Gott,paragliding,2019,Q4,2795675,1610000,22,127076.14
Tucker Gott,paragliding,2020,Q1,3752269,1610000,22,170557.68
Tucker Gott,paragliding,2020,Q2,5767389,1610000,23,250756.04
Tucker Gott,paragliding,2020,Q3,11177916,1610000,23,485996.35
Tucker Gott,paragliding,2020,Q4,4607710,1610000,22,209441.36
Tucker Gott,paragliding,2021,Q1,4181628,1610000,13,321663.69
Tucker Gott,paragliding,2021,Q2,6742970,1610000,19,354893.16
Tucker Gott,paragliding,2021,Q3,1290015,1610000,16,80625.94
Tucker Gott,paragliding,2021,Q4,1647228,1610000,16,102951.75
Tucker Gott,paragliding,2022,Q1,1408259,1610000,14,100589.93
Tucker Gott,paragliding,2022,Q2,3973130,1610000,13,305625.38
Tucker Gott,paragliding,2022,Q3,3699777,1610000,17,217633.94
Tucker Gott,paragliding,2022,Q4,1400333,1610000,14,100023.79
Tucker Gott,paragliding,2023,Q1,1595372,1610000,18,88631.78
Tucker Gott,paragliding,2023,Q2,4332071,1610000,11,393824.64
Tucker Gott,paragliding,2023,Q3,1627662,1610000,10,162766.2
Tucker Gott,paragliding,2023,Q4,2374949,1610000,17,139702.88
Tucker Gott,paragliding,2024,Q1,619640,1610000,7,88520.0
Tucker Gott,paragliding,2024,Q2,2171532,1610000,17,127737.18
Tucker Gott,paragliding,2024,Q3,795490,1610000,11,72317.27
Tucker Gott,paragliding,2024,Q4,1224155,1610000,22,55643.41
Wide Boyz,climbing,2017,Q1,0,253000,0,0
Wide Boyz,climbing,2017,Q2,0,253000,0,0
Wide Boyz,climbing,2017,Q3,0,253000,0,0
Wide Boyz,climbing,2017,Q4,0,253000,0,0
Wide Boyz,climbing,2018,Q1,0,253000,0,0
Wide Boyz,climbing,2018,Q2,0,253000,0,0
Wide Boyz,climbing,2018,Q3,0,253000,0,0
Wide Boyz,climbing,2018,Q4,0,253000,0,0
Wide Boyz,climbing,2019,Q1,0,253000,0,0
Wide Boyz,climbing,2019,Q2,0,253000,0,0
Wide Boyz,climbing,2019,Q3,0,253000,0,0
Wide Boyz,climbing,2019,Q4,0,253000,0,0
Wide Boyz,climbing,2020,Q1,89265,253000,3,29755.0
Wide Boyz,climbing,2020,Q2,291744,253000,5,58348.8
Wide Boyz,climbing,2020,Q3,962704,253000,6,160450.67
Wide Boyz,climbing,2020,Q4,1111790,253000,16,69486.88
Wide Boyz,climbing,2021,Q1,2627932,253000,20,131396.6
Wide Boyz,climbing,2021,Q2,998502,253000,15,66566.8
Wide Boyz,climbing,2021,Q3,1929913,253000,19,101574.37
Wide Boyz,climbing,2021,Q4,4827393,253000,21,229875.86
Wide Boyz,climbing,2022,Q1,2441059,253000,16,152566.19
Wide Boyz,climbing,2022,Q2,11734420,253000,22,533382.73
Wide Boyz,climbing,2022,Q3,5231849,253000,17,307755.82
Wide Boyz,climbing,2022,Q4,2532786,253000,15,168852.4
Wide Boyz,climbing,2023,Q1,2466518,253000,21,117453.24
Wide Boyz,climbing,2023,Q2,46858232,253000,26,1802239.69
Wide Boyz,climbing,2023,Q3,3433011,253000,17,201941.82
Wide Boyz,climbing,2023,Q4,2133833,253000,23,92775.35
Wide Boyz,climbing,2024,Q1,5793075,253000,15,386205.0
Wide Boyz,climbing,2024,Q2,3786614,253000,20,189330.7
Wide Boyz,climbing,2024,Q3,815586,253000,7,116512.29
Wide Boyz,climbing,2024,Q4,2193973,253000,44,49863.02
World Surf League,surfing,2015,Q1,0,1360000,0,0
World Surf League,surfing,2015,Q2,3416096,1360000,18,189783.11
World Surf League,surfing,2015,Q3,37787651,1360000,292,129409.76
World Surf League,surfing,2015,Q4,33844757,1360000,817,41425.65
World Surf League,surfing,2016,Q1,7207183,1360000,497,14501.37
World Surf League,surfing,2016,Q2,9497101,1360000,714,13301.26
World Surf League,surfing,2016,Q3,10546199,1360000,653,16150.38
World Surf League,surfing,2016,Q4,9339108,1360000,658,14193.17
World Surf League,surfing,2017,Q1,6174580,1360000,426,14494.32
World Surf League,surfing,2017,Q2,7821949,1360000,380,20584.08
World Surf League,surfing,2017,Q3,13771941,1360000,641,21485.09
World Surf League,surfing,2017,Q4,14483944,1360000,622,23286.08
World Surf League,surfing,2018,Q1,11012171,1360000,385,28603.04
World Surf League,surfing,2018,Q2,9339867,1360000,385,24259.39
World Surf League,surfing,2018,Q3,5725280,1360000,322,17780.37
World Surf League,surfing,2018,Q4,8163945,1360000,492,16593.38
World Surf League,surfing,2019,Q1,2209400,1360000,229,9648.03
World Surf League,surfing,2019,Q2,11921873,1360000,525,22708.33
World Surf League,surfing,2019,Q3,6727633,1360000,365,18431.87
World Surf League,surfing,2019,Q4,9215117,1360000,313,29441.27
World Surf League,surfing,2020,Q1,9307511,1360000,270,34472.26
World Surf League,surfing,2020,Q2,5905327,1360000,151,39108.13
World Surf League,surfing,2020,Q3,4519313,1360000,164,27556.79
World Surf League,surfing,2020,Q4,5333442,1360000,52,102566.19
World Surf League,surfing,2021,Q1,8330255,1360000,66,126215.98
World Surf League,surfing,2021,Q2,16908826,1360000,280,60388.66
World Surf League,surfing,2021,Q3,9850901,1360000,183,53830.06
World Surf League,surfing,2021,Q4,6782439,1360000,191,35510.15
World Surf League,surfing,2022,Q1,15789425,1360000,355,44477.25
World Surf League,surfing,2022,Q2,24720385,1360000,661,37398.46
World Surf League,surfing,2022,Q3,18779454,1360000,562,33415.4
World Surf League,surfing,2022,Q4,8507178,1360000,397,21428.66
World Surf League,surfing,2023,Q1,33988787,1360000,682,49836.93
World Surf League,surfing,2023,Q2,30904639,1360000,831,37189.7
World Surf League,surfing,2023,Q3,36318994,1360000,711,51081.57
World Surf League,surfing,2023,Q4,8121993,1360000,414,19618.34
World Surf League,surfing,2024,Q1,25662023,1360000,832,30843.78
World Surf League,surfing,2024,Q2,26604080,1360000,782,34020.56
World Surf League,surfing,2024,Q3,17916616,1360000,529,33868.84
World Surf League,surfing,2024,Q4,7600371,1360000,378,20106.8
iRunFarMedia,trail running,2015,Q1,56382,28200,30,1879.4
iRunFarMedia,trail running,2015,Q2,208364,28200,87,2394.99
iRunFarMedia,trail running,2015,Q3,345389,28200,120,2878.24
iRunFarMedia,trail running,2015,Q4,38021,28200,27,1408.19
iRunFarMedia,trail running,2016,Q1,37067,28200,27,1372.85
iRunFarMedia,trail running,2016,Q2,263814,28200,61,4324.82
iRunFarMedia,trail running,2016,Q3,211521,28200,67,3157.03
iRunFarMedia,trail running,2016,Q4,85055,28200,43,1978.02
iRunFarMedia,trail running,2017,Q1,64021,28200,25,2560.84
iRunFarMedia,trail running,2017,Q2,364712,28200,68,5363.41
iRunFarMedia,trail running,2017,Q3,562133,28200,50,11242.66
iRunFarMedia,trail running,2017,Q4,86817,28200,27,3215.44
iRunFarMedia,trail running,2018,Q1,82010,28200,18,4556.11
iRunFarMedia,trail running,2018,Q2,398411,28200,63,6323.98
iRunFarMedia,trail running,2018,Q3,276648,28200,63,4391.24
iRunFarMedia,trail running,2018,Q4,37144,28200,2,18572.0
iRunFarMedia,trail running,2019,Q1,28067,28200,9,3118.56
iRunFarMedia,trail running,2019,Q2,378055,28200,71,5324.72
iRunFarMedia,trail running,2019,Q3,369945,28200,39,9485.77
iRunFarMedia,trail running,2019,Q4,22243,28200,15,1482.87
iRunFarMedia,trail running,2020,Q1,13307,28200,11,1209.73
iRunFarMedia,trail running,2020,Q2,4642,28200,3,1547.33
iRunFarMedia,trail running,2020,Q3,3313,28200,1,3313.0
iRunFarMedia,trail running,2020,Q4,26441,28200,2,13220.5
iRunFarMedia,trail running,2021,Q1,4882,28200,1,4882.0
iRunFarMedia,trail running,2021,Q2,217397,28200,39,5574.28
iRunFarMedia,trail running,2021,Q3,410164,28200,40,10254.1
iRunFarMedia,trail running,2021,Q4,25940,28200,21,1235.24
iRunFarMedia,trail running,2022,Q1,15353,28200,2,7676.5
iRunFarMedia,trail running,2022,Q2,144080,28200,41,3514.15
iRunFarMedia,trail running,2022,Q3,636500,28200,42,15154.76
iRunFarMedia,trail running,2022,Q4,24435,28200,18,1357.5
iRunFarMedia,trail running,2023,Q1,11943,28200,1,11943.0
iRunFarMedia,trail running,2023,Q2,230615,28200,31,7439.19
iRunFarMedia,trail running,2023,Q3,374747,28200,34,11021.97
iRunFarMedia,trail running,2023,Q4,0,28200,0,0
iRunFarMedia,trail running,2024,Q1,10082,28200,1,10082.0
iRunFarMedia,trail running,2024,Q2,54406,28200,14,3886.14
iRunFarMedia,trail running,2024,Q3,247311,28200,38,6508.18
iRunFarMedia,trail running,2024,Q4,4424,28200,7,632.0
