sport,article,date,pageviews
SUP,Stand_up_paddleboarding,2020-05-01,285
SUP,Stand_up_paddleboarding,2020-06-01,317
SUP,Stand_up_paddleboarding,2020-07-01,435
SUP,Stand_up_paddleboarding,2020-08-01,617
SUP,Stand_up_paddleboarding,2020-09-01,319
SUP,Stand_up_paddleboarding,2020-10-01,167
SUP,Stand_up_paddleboarding,2020-11-01,113
SUP,Stand_up_paddleboarding,2020-12-01,125
SUP,Stand_up_paddleboarding,2021-01-01,160
SUP,Stand_up_paddleboarding,2021-02-01,131
SUP,Stand_up_paddleboarding,2021-03-01,212
SUP,Stand_up_paddleboarding,2021-04-01,237
SUP,Stand_up_paddleboarding,2021-05-01,266
SUP,Stand_up_paddleboarding,2021-06-01,435
SUP,Stand_up_paddleboarding,2021-07-01,556
SUP,Stand_up_paddleboarding,2021-08-01,549
SUP,Stand_up_paddleboarding,2021-09-01,357
SUP,Stand_up_paddleboarding,2021-10-01,214
SUP,Stand_up_paddleboarding,2021-11-01,155
SUP,Stand_up_paddleboarding,2021-12-01,163
SUP,Stand_up_paddleboarding,2022-01-01,142
SUP,Stand_up_paddleboarding,2022-02-01,121
SUP,Stand_up_paddleboarding,2022-03-01,141
SUP,Stand_up_paddleboarding,2022-04-01,171
SUP,Stand_up_paddleboarding,2022-05-01,239
SUP,Stand_up_paddleboarding,2022-06-01,271
SUP,Stand_up_paddleboarding,2022-07-01,447
SUP,Stand_up_paddleboarding,2022-08-01,495
SUP,Stand_up_paddleboarding,2022-09-01,229
SUP,Stand_up_paddleboarding,2022-10-01,116
SUP,Stand_up_paddleboarding,2022-11-01,90
SUP,Stand_up_paddleboarding,2022-12-01,142
SUP,Stand_up_paddleboarding,2023-01-01,135
SUP,Stand_up_paddleboarding,2023-02-01,105
SUP,Stand_up_paddleboarding,2023-03-01,140
SUP,Stand_up_paddleboarding,2023-04-01,139
SUP,Stand_up_paddleboarding,2023-05-01,185
SUP,Stand_up_paddleboarding,2023-06-01,226
SUP,Stand_up_paddleboarding,2023-07-01,20
SUP,Stand_up_paddleboarding,2023-08-01,27
SUP,Stand_up_paddleboarding,2023-09-01,23
SUP,Stand_up_paddleboarding,2023-10-01,18
SUP,Stand_up_paddleboarding,2023-11-01,19
SUP,Stand_up_paddleboarding,2023-12-01,23
SUP,Stand_up_paddleboarding,2024-01-01,21
SUP,Stand_up_paddleboarding,2024-02-01,26
SUP,Stand_up_paddleboarding,2024-03-01,21
SUP,Stand_up_paddleboarding,2024-04-01,29
SUP,Stand_up_paddleboarding,2024-05-01,38
SUP,Stand_up_paddleboarding,2024-06-01,33
SUP,Stand_up_paddleboarding,2024-07-01,35
SUP,Stand_up_paddleboarding,2024-08-01,32
SUP,Stand_up_paddleboarding,2024-09-01,29
SUP,Stand_up_paddleboarding,2024-10-01,32
SUP,Stand_up_paddleboarding,2024-11-01,18
SUP,Stand_up_paddleboarding,2024-12-01,30
Scuba Diving,Scuba_diving,2015-07-01,45152
Scuba Diving,Scuba_diving,2015-08-01,45461
Scuba Diving,Scuba_diving,2015-09-01,35965
Scuba Diving,Scuba_diving,2015-10-01,36655
Scuba Diving,Scuba_diving,2015-11-01,36544
Scuba Diving,Scuba_diving,2015-12-01,34489
Scuba Diving,Scuba_diving,2016-01-01,42088
Scuba Diving,Scuba_diving,2016-02-01,40373
Scuba Diving,Scuba_diving,2016-03-01,44382
Scuba Diving,Scuba_diving,2016-04-01,41218
Scuba Diving,Scuba_diving,2016-05-01,43526
Scuba Diving,Scuba_diving,2016-06-01,38259
Scuba Diving,Scuba_diving,2016-07-01,38885
Scuba Diving,Scuba_diving,2016-08-01,43034
Scuba Diving,Scuba_diving,2016-09-01,43191
Scuba Diving,Scuba_diving,2016-10-01,44769
Scuba Diving,Scuba_diving,2016-11-01,46286
Scuba Diving,Scuba_diving,2016-12-01,38612
Scuba Diving,Scuba_diving,2017-01-01,43654
Scuba Diving,Scuba_diving,2017-02-01,41152
Scuba Diving,Scuba_diving,2017-03-01,45750
Scuba Diving,Scuba_diving,2017-04-01,41457
Scuba Diving,Scuba_diving,2017-05-01,43051
Scuba Diving,Scuba_diving,2017-06-01,41818
Scuba Diving,Scuba_diving,2017-07-01,42034
Scuba Diving,Scuba_diving,2017-08-01,43369
Scuba Diving,Scuba_diving,2017-09-01,39033
Scuba Diving,Scuba_diving,2017-10-01,46549
Scuba Diving,Scuba_diving,2017-11-01,40505
Scuba Diving,Scuba_diving,2017-12-01,36482
Scuba Diving,Scuba_diving,2018-01-01,42439
Scuba Diving,Scuba_diving,2018-02-01,38192
Scuba Diving,Scuba_diving,2018-03-01,43849
Scuba Diving,Scuba_diving,2018-04-01,39560
Scuba Diving,Scuba_diving,2018-05-01,40423
Scuba Diving,Scuba_diving,2018-06-01,38197
Scuba Diving,Scuba_diving,2018-07-01,54637
Scuba Diving,Scuba_diving,2018-08-01,41277
Scuba Diving,Scuba_diving,2018-09-01,38630
Scuba Diving,Scuba_diving,2018-10-01,40069
Scuba Diving,Scuba_diving,2018-11-01,38547
Scuba Diving,Scuba_diving,2018-12-01,36149
Scuba Diving,Scuba_diving,2019-01-01,42625
Scuba Diving,Scuba_diving,2019-02-01,38736
Scuba Diving,Scuba_diving,2019-03-01,44363
Scuba Diving,Scuba_diving,2019-04-01,37692
Scuba Diving,Scuba_diving,2019-05-01,43450
Scuba Diving,Scuba_diving,2019-06-01,40333
Scuba Diving,Scuba_diving,2019-07-01,41602
Scuba Diving,Scuba_diving,2019-08-01,40852
Scuba Diving,Scuba_diving,2019-09-01,40904
Scuba Diving,Scuba_diving,2019-10-01,40577
Scuba Diving,Scuba_diving,2019-11-01,44571
Scuba Diving,Scuba_diving,2019-12-01,35036
Scuba Diving,Scuba_diving,2020-01-01,39349
Scuba Diving,Scuba_diving,2020-02-01,38480
Scuba Diving,Scuba_diving,2020-03-01,31840
Scuba Diving,Scuba_diving,2020-04-01,33736
Scuba Diving,Scuba_diving,2020-05-01,30623
Scuba Diving,Scuba_diving,2020-06-01,26903
Scuba Diving,Scuba_diving,2020-07-01,28585
Scuba Diving,Scuba_diving,2020-08-01,29517
Scuba Diving,Scuba_diving,2020-09-01,29932
Scuba Diving,Scuba_diving,2020-10-01,32602
Scuba Diving,Scuba_diving,2020-11-01,33734
Scuba Diving,Scuba_diving,2020-12-01,34762
Scuba Diving,Scuba_diving,2021-01-01,35422
Scuba Diving,Scuba_diving,2021-02-01,34577
Scuba Diving,Scuba_diving,2021-03-01,40195
Scuba Diving,Scuba_diving,2021-04-01,32594
Scuba Diving,Scuba_diving,2021-05-01,31008
Scuba Diving,Scuba_diving,2021-06-01,29332
Scuba Diving,Scuba_diving,2021-07-01,32098
Scuba Diving,Scuba_diving,2021-08-01,30899
Scuba Diving,Scuba_diving,2021-09-01,29438
Scuba Diving,Scuba_diving,2021-10-01,30842
Scuba Diving,Scuba_diving,2021-11-01,31093
Scuba Diving,Scuba_diving,2021-12-01,29651
Scuba Diving,Scuba_diving,2022-01-01,31208
Scuba Diving,Scuba_diving,2022-02-01,30549
Scuba Diving,Scuba_diving,2022-03-01,35562
Scuba Diving,Scuba_diving,2022-04-01,35119
Scuba Diving,Scuba_diving,2022-05-01,31820
Scuba Diving,Scuba_diving,2022-06-01,28442
Scuba Diving,Scuba_diving,2022-07-01,33558
Scuba Diving,Scuba_diving,2022-08-01,39443
Scuba Diving,Scuba_diving,2022-09-01,46994
Scuba Diving,Scuba_diving,2022-10-01,42717
Scuba Diving,Scuba_diving,2022-11-01,47970
Scuba Diving,Scuba_diving,2022-12-01,32897
Scuba Diving,Scuba_diving,2023-01-01,40167
Scuba Diving,Scuba_diving,2023-02-01,41389
Scuba Diving,Scuba_diving,2023-03-01,56219
Scuba Diving,Scuba_diving,2023-04-01,43779
